site,scrap_time,path,has_html,inline_count,external_count,onclick_count,onload_count,onchange_count,avg_inline_script_block,avg_external_script_block,avg_onclick_count,avg_onload_count,avg_onchange_count,avg_cyc_complexity,library_code_count,Predicted Results,Actual Results
verifi73.register-aacunt21.tk,2017-09-21 02-54-06,C:\Phishing Project\phishtank - september 2017\content\062\verifi73.register-aacunt21.tk\2017-09-21 02-54-06,1,4.0,2.0,1,1.0,0.0,0.0,295.0,1445,0,2,0.5,1,phish,phish
coreysmall.com,2017-11-21 09-19-47,C:\Phishing Project\phishtank - november 2017\content\47b\coreysmall.com\2017-11-21 09-19-47,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.residualincomeplatinum.com,2017-09-25 05-24-28,C:\Phishing Project\phishtank - september 2017\content\4c0\www.residualincomeplatinum.com\2017-09-25 05-24-28,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
tmceifg-4-h.net,2017-09-25 01-49-07,C:\Phishing Project\phishtank - september 2017\content\642\tmceifg-4-h.net\2017-09-25 01-49-07,1,1.0,3.0,1,0.0,0.0,0.0,8.0,67,1,2,0.0,0,phish,phish
www.bochmbut.pl,2017-11-17 02-24-31,C:\Phishing Project\phishtank - november 2017\content\6a8\www.bochmbut.pl\2017-11-17 02-24-31,1,1.0,0.0,1,1.0,0.0,1.0,0.0,0,0,0,0.0,0,phish,phish
directleaflets.co.uk,2017-09-21 07-34-14,C:\Phishing Project\phishtank - september 2017\content\eb7\directleaflets.co.uk\2017-09-21 07-34-14,1,1.0,0.0,2,0.5,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.restore-account-paypalinfo.edutenic.com,2017-09-22 05-04-00,C:\Phishing Project\phishtank - september 2017\content\6c1\www.restore-account-paypalinfo.edutenic.com\2017-09-22 05-04-00,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
br606.teste.website,2017-11-23 06-49-07,C:\Phishing Project\phishtank - november 2017\content\355\br606.teste.website\2017-11-23 06-49-07,1,28.0,34.33333333,3,61.33333333,0.0,0.666666667,199.16,20452,15,25,0.68,17,phish,phish
www.x2d.site,2017-11-21 03-49-05,C:\Phishing Project\phishtank - november 2017\content\c4c\www.x2d.site\2017-11-21 03-49-05,1,3.0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
thaishelena.mus.br,2017-11-25 11-04-01,C:\Phishing Project\phishtank - november 2017\content\dea\thaishelena.mus.br\2017-11-25 11-04-01,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
opoger.esy.es,2017-09-22 03-59-21,C:\Phishing Project\phishtank - september 2017\content\8a2\opoger.esy.es\2017-09-22 03-59-21,1,2.0,0.5,2,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
p30web.org,2017-11-20 09-44-23,C:\target site - 20K alexa\content\ec2\p30web.org\2017-11-20 09-44-23,1,3.0,0.5,2,0.0,0.0,0.0,153.0,377,0,1,1.0,1,phish,alexa
www.tokyobites.com,2017-11-19 09-44-27,C:\Phishing Project\phishtank - november 2017\content\2c8\www.tokyobites.com\2017-11-19 09-44-27,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
subied.ga,2017-11-24 10-44-35,C:\Phishing Project\phishtank - november 2017\content\4f7\subied.ga\2017-11-24 10-44-35,1,6.0,3.0,3,1.0,0.0,0.0,1087.0,4304,2,1,1.0,1,phish,phish
br280.teste.website,2017-11-21 08-09-07,C:\Phishing Project\phishtank - november 2017\content\6f8\br280.teste.website\2017-11-21 08-09-07,1,0.0,4.0,1,0.0,0.0,0.0,20.0,295,0,4,0.0,0,phish,phish
transakcja.platnoscidpy.pl,2017-11-20 04-49-54,C:\Phishing Project\phishtank - november 2017\content\c42\transakcja.platnoscidpy.pl\2017-11-20 04-49-54,1,6.0,1.0,1,29.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
www.latam2017.com,2017-09-23 02-54-02,C:\Phishing Project\phishtank - september 2017\content\068\www.latam2017.com\2017-09-23 02-54-02,1,5.0,4.0,1,1.0,0.0,0.0,488.0,1724,2,1,1.0,1,phish,phish
ingmatic.com,2017-09-21 02-59-00,C:\Phishing Project\phishtank - september 2017\content\d81\ingmatic.com\2017-09-21 02-59-00,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
hr-shanghai.com,2017-09-23 04-39-03,C:\Phishing Project\phishtank - september 2017\content\a35\hr-shanghai.com\2017-09-23 04-39-03,1,1.0,2.0,1,2.0,0.0,0.0,9.0,62,1,1,0.0,0,phish,phish
turkarpaty.info,2017-09-20 07-51-34,C:\Phishing Project\phishtank - september 2017\content\8f4\turkarpaty.info\2017-09-20 07-51-34,1,5.0,1.0,1,1.0,1.0,0.0,100.0,441,0,1,1.0,1,phish,phish
www2.wellsfargo.com.gynhorn.com,2017-11-24 08-44-03,C:\Phishing Project\phishtank - november 2017\content\2f3\www2.wellsfargo.com.gynhorn.com\2017-11-24 08-44-03,1,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mygamezoo.com,2017-11-23 05-35-27,C:\Phishing Project\phishtank - november 2017\content\3d1\mygamezoo.com\2017-11-23 05-35-27,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
bgsoft.mk,2017-09-21 07-29-07,C:\Phishing Project\phishtank - september 2017\content\b18\bgsoft.mk\2017-09-21 07-29-07,1,1.0,0.0,2,0.5,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.telemast.in,2017-09-22 09-44-12,C:\Phishing Project\phishtank - september 2017\content\a82\www.telemast.in\2017-09-22 09-44-12,1,0.0,3.0,1,0.0,0.0,0.0,22.0,88,2,1,1.0,1,phish,phish
www.dulceycafe.cl,2017-11-20 05-45-51,C:\Phishing Project\phishtank - november 2017\content\71f\www.dulceycafe.cl\2017-11-20 05-45-51,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
msupayment.in,2017-11-21 06-08-14,C:\target site - 20K alexa\content\1de\msupayment.in\2017-11-21 06-08-14,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
iafpensioners.gov.in,2017-11-19 03-14-02,C:\Phishing Project\phishtank - november 2017\content\788\iafpensioners.gov.in\2017-11-19 03-14-02,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.lubbockrealestateagent.com,2017-09-21 12-54-03,C:\Phishing Project\phishtank - september 2017\content\84e\www.lubbockrealestateagent.com\2017-09-21 12-54-03,1,5.0,12.0,1,0.0,0.0,0.0,19.90909091,447,1,11,0.090909091,1,phish,phish
gppower.pw,2017-11-23 05-49-39,C:\Phishing Project\phishtank - november 2017\content\968\gppower.pw\2017-11-23 05-49-39,1,2.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
connect.secure.wellsfargo.com.denotesoft.com,2017-11-26 02-14-33,C:\Phishing Project\phishtank - november 2017\content\11f\connect.secure.wellsfargo.com.denotesoft.com\2017-11-26 02-14-33,1,4.0,3.0,1,0.0,0.0,0.0,0.0,0,3,0,0.0,0,phish,phish
allegro-journey.000webhostapp.com,2017-11-17 04-59-32,C:\Phishing Project\phishtank - november 2017\content\635\allegro-journey.000webhostapp.com\2017-11-17 04-59-32,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
helios3000.net,2017-09-22 12-44-26,C:\Phishing Project\phishtank - september 2017\content\70c\helios3000.net\2017-09-22 12-44-26,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
bloodlinelab.biz,2017-11-20 07-49-16,C:\Phishing Project\phishtank - november 2017\content\12e\bloodlinelab.biz\2017-11-20 07-49-16,1,0.0,1.0,1,3.0,0.0,0.0,69.0,275,0,1,0.0,0,phish,phish
www.bungateratai.com,2017-09-22 07-59-48,C:\Phishing Project\phishtank - september 2017\content\250\www.bungateratai.com\2017-09-22 07-59-48,1,4.0,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
promocoesp.dominiotemporario.com,2017-09-24 10-14-01,C:\Phishing Project\phishtank - september 2017\content\489\promocoesp.dominiotemporario.com\2017-09-24 10-14-01,1,28.0,35.33333333,3,61.33333333,0.0,0.666666667,197.8,20358,16,25,0.68,17,phish,phish
spidermail.ch,2017-11-21 03-14-28,C:\Phishing Project\phishtank - november 2017\content\351\spidermail.ch\2017-11-21 03-14-28,1,1.0,7.5,2,0.0,0.0,0.0,56.9,1893,5,10,0.3,3,phish,phish
firstdatams.com,2017-12-04 12-35-37,C:\target site - 20K alexa\content\bc8\firstdatams.com\2017-12-04 12-35-37,1,1.0,2.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,alexa
kuangaitvb.com,2017-12-04 01-05-55,C:\target site - 20K alexa\content\90a\kuangaitvb.com\2017-12-04 01-05-55,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
www.ulugutpansiyon.com,2017-09-21 10-44-40,C:\Phishing Project\phishtank - september 2017\content\e21\www.ulugutpansiyon.com\2017-09-21 10-44-40,1,7.0,2.0,1,0.0,0.0,0.0,0.0,0,2,0,0.0,0,phish,phish
www.bmo2016.al,2017-09-20 09-13-05,C:\Phishing Project\phishtank - september 2017\content\6b8\www.bmo2016.al\2017-09-20 09-13-05,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
eassscy.hsktlanta.net,2017-11-18 03-44-16,C:\Phishing Project\phishtank - november 2017\content\13d\eassscy.hsktlanta.net\2017-11-18 03-44-16,1,1.0,3.0,2,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
sunttrustoni11.000webhostapp.com,2017-11-17 05-44-43,C:\Phishing Project\phishtank - november 2017\content\e8e\sunttrustoni11.000webhostapp.com\2017-11-17 05-44-43,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
theaffiliation.net,2017-11-17 03-45-12,C:\Phishing Project\phishtank - november 2017\content\be4\theaffiliation.net\2017-11-17 03-45-12,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
perimetroasegurado.com.ar,2017-11-24 09-34-04,C:\Phishing Project\phishtank - november 2017\content\087\perimetroasegurado.com.ar\2017-11-24 09-34-04,1,3.0,7.0,1,0.0,0.0,0.0,54.5,455,3,4,0.75,3,phish,phish
walebt.ga,2017-10-05 04-44-00,C:\Phishing Project\phishtank - october 2017\content\6ef\walebt.ga\2017-10-05 04-44-00,1,14.0,12.0,1,1.0,0.0,0.0,115.8888889,3247,1,9,0.222222222,2,phish,phish
horsedance.ru,2017-11-21 10-19-04,C:\Phishing Project\phishtank - november 2017\content\10a\horsedance.ru\2017-11-21 10-19-04,1,0.0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
hansain.com,2017-09-22 04-50-39,C:\Phishing Project\phishtank - september 2017\content\85f\hansain.com\2017-09-22 04-50-39,1,1.0,3.0,1,0.0,0.0,0.0,52.0,156,1,1,0.0,0,phish,phish
eccohomes.com,2017-09-23 12-44-08,C:\Phishing Project\phishtank - september 2017\content\e33\eccohomes.com\2017-09-23 12-44-08,1,0.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
dbengineers.co.uk,2017-09-24 12-19-28,C:\Phishing Project\phishtank - september 2017\content\181\dbengineers.co.uk\2017-09-24 12-19-28,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
vpsghs.edu.bd,2017-11-20 04-44-23,C:\Phishing Project\phishtank - november 2017\content\7d0\vpsghs.edu.bd\2017-11-20 04-44-23,1,2.0,3.0,1,0.0,0.0,0.0,1.0,726,0,3,0.0,0,phish,phish
dwoods713.000webhostapp.com,2017-11-21 05-44-18,C:\Phishing Project\phishtank - november 2017\content\1b7\dwoods713.000webhostapp.com\2017-11-21 05-44-18,1,0.0,3.0,2,0.0,0.0,0.0,207.0,387,2,1,1.0,1,phish,phish
community.gogoroadless.com,2017-10-05 04-14-33,C:\Phishing Project\phishtank - october 2017\content\240\community.gogoroadless.com\2017-10-05 04-14-33,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
010pichincha.webcindario.com,2017-11-18 12-45-35,C:\Phishing Project\phishtank - november 2017\content\be8\010pichincha.webcindario.com\2017-11-18 12-45-35,1,4.0,3.0,1,0.0,1.0,0.0,260.5,1783,1,2,1.0,2,phish,phish
hydranortesp.com.br,2017-09-22 12-04-22,C:\Phishing Project\phishtank - september 2017\content\858\hydranortesp.com.br\2017-09-22 12-04-22,1,5.0,37.0,1,0.0,0.0,0.0,0.0,0,36,0,0.0,0,phish,phish
itau-banklinet.cf,2017-11-24 04-09-02,C:\Phishing Project\phishtank - november 2017\content\cf0\itau-banklinet.cf\2017-11-24 04-09-02,1,1.0,2.0,2,0.0,1.0,0.0,55.0,229,1,1,0.0,0,phish,phish
z4f1yiu1jrf.73b8m14.biz,2017-11-24 12-54-05,C:\Phishing Project\phishtank - november 2017\content\924\z4f1yiu1jrf.73b8m14.biz\2017-11-24 12-54-05,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
mtdjhqrk2t.link,2017-11-15 11-14-05,C:\Phishing Project\phishtank - november 2017\content\218\mtdjhqrk2t.link\2017-11-15 11-14-05,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.cmontesinai.com,2017-09-22 04-51-53,C:\Phishing Project\phishtank - september 2017\content\557\www.cmontesinai.com\2017-09-22 04-51-53,1,6.0,3.0,1,4.0,0.0,0.0,373.0,3880,0,2,1.0,2,phish,phish
ipus.org.br,2017-11-21 09-19-19,C:\Phishing Project\phishtank - november 2017\content\045\ipus.org.br\2017-11-21 09-19-19,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
horecadegree.com,2017-09-20 07-49-07,C:\Phishing Project\phishtank - september 2017\content\489\horecadegree.com\2017-09-20 07-49-07,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
onomastic-photo.000webhostapp.com,2017-11-25 11-14-10,C:\Phishing Project\phishtank - november 2017\content\2c3\onomastic-photo.000webhostapp.com\2017-11-25 11-14-10,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
depart-account-protection.com,2017-09-24 11-29-17,C:\Phishing Project\phishtank - september 2017\content\97a\depart-account-protection.com\2017-09-24 11-29-17,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
mbaufscar.com.br,2017-11-24 09-44-30,C:\Phishing Project\phishtank - november 2017\content\b7f\mbaufscar.com.br\2017-11-24 09-44-30,1,5.0,3.0,1,0.0,0.0,0.0,2544.0,15952,0,3,0.0,0,phish,phish
pdften.com,2017-11-21 02-24-58,C:\target site - 20K alexa\content\e45\pdften.com\2017-11-21 02-24-58,1,0.0,1.0,1,1.0,1.0,0.0,27.0,41,0,1,0.0,0,phish,alexa
safety-service-facebook.cf,2017-11-15 09-35-30,C:\Phishing Project\phishtank - november 2017\content\128\safety-service-facebook.cf\2017-11-15 09-35-30,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
amelif15.beget.tech,2017-11-26 10-39-06,C:\Phishing Project\phishtank - november 2017\content\0f0\amelif15.beget.tech\2017-11-26 10-39-06,1,1.0,19.0,1,0.0,0.0,0.0,77.69230769,15364,4,13,0.076923077,1,phish,phish
www.cafemidia.com,2017-09-21 05-44-25,C:\Phishing Project\phishtank - september 2017\content\efd\www.cafemidia.com\2017-09-21 05-44-25,1,1.0,4.0,1,0.0,0.0,0.0,3.0,569,2,1,0.0,0,phish,phish
cineonline.me,2017-12-04 09-05-45,C:\target site - 20K alexa\content\808\cineonline.me\2017-12-04 09-05-45,1,5.0,3.0,1,0.0,0.0,1.0,47.0,270,0,2,0.0,0,phish,alexa
constructionindustryscheme.org,2017-11-24 01-44-28,C:\Phishing Project\phishtank - november 2017\content\1a0\constructionindustryscheme.org\2017-11-24 01-44-28,1,1.0,2.0,2,0.0,1.0,0.0,55.0,229,1,1,0.0,0,phish,phish
whorke.ml,2017-09-23 07-54-17,C:\Phishing Project\phishtank - september 2017\content\20e\whorke.ml\2017-09-23 07-54-17,1,1.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
wnvcpa.com,2017-11-17 08-49-01,C:\Phishing Project\phishtank - november 2017\content\967\wnvcpa.com\2017-11-17 08-49-01,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
carpenter.com,2017-12-04 12-10-26,C:\target site - 20K alexa\content\889\carpenter.com\2017-12-04 12-10-26,1,3.0,1.0,2,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,alexa
carreerjournal.info,2017-12-03 11-31-32,C:\target site - 20K alexa\content\397\carreerjournal.info\2017-12-03 11-31-32,1,10.0,1.0,2,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,alexa
unncedproject.com.ng,2017-11-17 04-44-19,C:\Phishing Project\phishtank - november 2017\content\70e\unncedproject.com.ng\2017-11-17 04-44-19,1,5.0,3.0,1,0.0,0.0,0.0,20.0,76,0,2,1.0,2,phish,phish
applewebkite.com,2017-11-23 11-59-03,C:\Phishing Project\phishtank - november 2017\content\fb6\applewebkite.com\2017-11-23 11-59-03,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
renault19.cz,2017-11-21 06-51-44,C:\target site - 20K alexa\content\86e\renault19.cz\2017-11-21 06-51-44,1,0.0,2.0,1,0.0,0.0,0.0,5.0,17,1,1,0.0,0,phish,alexa
softendo.com,2017-12-04 06-37-44,C:\target site - 20K alexa\content\267\softendo.com\2017-12-04 06-37-44,1,8.0,6.333333333,3,0.0,0.0,0.0,99.2,33515,2,5,1.0,5,phish,alexa
hydropneuengg.com,2017-11-20 03-39-07,C:\Phishing Project\phishtank - november 2017\content\233\hydropneuengg.com\2017-11-20 03-39-07,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
f3-allegro.webz.cz,2017-11-26 10-54-00,C:\Phishing Project\phishtank - november 2017\content\da7\f3-allegro.webz.cz\2017-11-26 10-54-00,1,2.0,2.0,1,0.0,0.0,0.0,257.0,930,1,1,1.0,1,phish,phish
mobile.free.espaceabonne.info,2017-09-23 08-44-08,C:\Phishing Project\phishtank - september 2017\content\388\mobile.free.espaceabonne.info\2017-09-23 08-44-08,1,0.0,9.0,1,11.0,0.0,0.0,53.875,1211,1,8,0.625,5,phish,phish
kkjerantut.jpkk.edu.my,2017-09-20 08-12-47,C:\Phishing Project\phishtank - september 2017\content\85e\kkjerantut.jpkk.edu.my\2017-09-20 08-12-47,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
syneos.eu,2017-11-19 11-19-00,C:\Phishing Project\phishtank - november 2017\content\b0c\syneos.eu\2017-11-19 11-19-00,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
connect24.com,2017-11-21 07-50-24,C:\target site - 20K alexa\content\e61\connect24.com\2017-11-21 07-50-24,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
6p000.28pb3k.biz,2017-11-23 07-29-02,C:\Phishing Project\phishtank - november 2017\content\54f\6p000.28pb3k.biz\2017-11-23 07-29-02,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
heclif.cf,2017-11-25 08-44-17,C:\Phishing Project\phishtank - november 2017\content\edf\heclif.cf\2017-11-25 08-44-17,1,15.0,15.5,2,1.0,0.0,0.0,112.45454550000001,3807,1,11,0.272727273,3,phish,phish
sanangelsng.com,2017-11-17 02-44-54,C:\Phishing Project\phishtank - november 2017\content\a5f\sanangelsng.com\2017-11-17 02-44-54,1,1.0,4.0,2,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
valerieheruska.com,2017-11-20 05-29-00,C:\Phishing Project\phishtank - november 2017\content\399\valerieheruska.com\2017-11-20 05-29-00,1,4.0,4.5,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.manvsmobile.com,2017-09-20 11-58-59,C:\Phishing Project\phishtank - september 2017\content\4ff\www.manvsmobile.com\2017-09-20 11-58-59,1,1.0,4.0,1,0.0,0.0,0.0,60.0,206,3,1,1.0,1,phish,phish
qmags.com,2017-11-20 05-51-25,C:\target site - 20K alexa\content\1df\qmags.com\2017-11-20 05-51-25,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
cerveceriabalmori.com,2017-11-26 02-29-02,C:\Phishing Project\phishtank - november 2017\content\24b\cerveceriabalmori.com\2017-11-26 02-29-02,1,4.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
blocked.system.recovery-email-fb.com,2017-11-21 07-54-00,C:\Phishing Project\phishtank - november 2017\content\def\blocked.system.recovery-email-fb.com\2017-11-21 07-54-00,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
redpandail.com,2017-09-23 06-54-09,C:\Phishing Project\phishtank - september 2017\content\99c\redpandail.com\2017-09-23 06-54-09,1,0.0,2.0,1,1.0,1.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.skmshreeherbals.com,2017-09-23 04-19-11,C:\Phishing Project\phishtank - september 2017\content\6e1\www.skmshreeherbals.com\2017-09-23 04-19-11,1,15.0,22.0,1,9.0,0.0,0.0,366.7142857,17018,2,14,0.857142857,12,phish,phish
resolvaonline.cf,2017-11-17 08-09-05,C:\Phishing Project\phishtank - november 2017\content\abf\resolvaonline.cf\2017-11-17 08-09-05,1,2.0,3.0,1,0.0,0.0,0.0,22.0,76,2,1,0.0,0,phish,phish
eco-beauty-club.ru,2017-11-21 09-19-05,C:\Phishing Project\phishtank - november 2017\content\0fe\eco-beauty-club.ru\2017-11-21 09-19-05,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
ocohp28v.4gl5845.biz,2017-11-24 07-59-01,C:\Phishing Project\phishtank - november 2017\content\27f\ocohp28v.4gl5845.biz\2017-11-24 07-59-01,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
donfraysoftware.com,2017-09-28 03-34-17,C:\Phishing Project\phishtank - september 2017\content\069\donfraysoftware.com\2017-09-28 03-34-17,1,2.0,3.0,1,0.0,0.0,0.0,22.0,56,1,1,0.0,0,phish,phish
go2think.com,2017-12-04 10-07-14,C:\target site - 20K alexa\content\b81\go2think.com\2017-12-04 10-07-14,1,8.0,3.0,1,0.0,0.0,0.0,0.0,0,3,0,0.0,0,phish,alexa
watty.com.br,2017-10-05 04-14-17,C:\Phishing Project\phishtank - october 2017\content\719\watty.com.br\2017-10-05 04-14-17,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
www.niravpatel.in,2017-11-25 07-39-10,C:\Phishing Project\phishtank - november 2017\content\e54\www.niravpatel.in\2017-11-25 07-39-10,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
findbiginfo.com,2017-11-20 04-14-31,C:\target site - 20K alexa\content\abf\findbiginfo.com\2017-11-20 04-14-31,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
ff11bcf8.ngrok.io,2017-09-23 12-39-01,C:\Phishing Project\phishtank - september 2017\content\9f6\ff11bcf8.ngrok.io\2017-09-23 12-39-01,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
cointower.biz,2017-11-20 03-06-03,C:\target site - 20K alexa\content\cb7\cointower.biz\2017-11-20 03-06-03,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
www.vijfheerenlandendigitaal.nl,2017-11-24 02-19-01,C:\Phishing Project\phishtank - november 2017\content\579\www.vijfheerenlandendigitaal.nl\2017-11-24 02-19-01,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
advert-info-support.org,2017-09-24 03-19-06,C:\Phishing Project\phishtank - september 2017\content\830\advert-info-support.org\2017-09-24 03-19-06,1,2.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
www.worldadventurewithfamily.com,2017-09-20 02-44-54,C:\Phishing Project\phishtank - september 2017\content\25b\www.worldadventurewithfamily.com\2017-09-20 02-44-54,1,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
bpppd.com,2017-09-20 08-47-36,C:\Phishing Project\phishtank - september 2017\content\028\bpppd.com\2017-09-20 08-47-36,1,0.0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
dualpaste.net,2017-11-20 01-49-33,C:\target site - 20K alexa\content\7c5\dualpaste.net\2017-11-20 01-49-33,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,alexa
www.ceskyserver.racing,2017-11-23 11-44-15,C:\Phishing Project\phishtank - november 2017\content\31a\www.ceskyserver.racing\2017-11-23 11-44-15,1,15.0,23.5,2,10.5,0.0,0.0,350.46666669999996,17210,3,15,1.0,15,phish,phish
www.peixaocacaepesca.com.br,2017-11-20 12-14-34,C:\Phishing Project\phishtank - november 2017\content\81d\www.peixaocacaepesca.com.br\2017-11-20 12-14-34,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
floresdemadera.cl,2017-10-01 10-49-04,C:\Phishing Project\phishtank - october 2017\content\bb8\floresdemadera.cl\2017-10-01 10-49-04,1,4.0,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
help-service-customer.com.kasaconceito.com.br,2017-11-26 10-04-00,C:\Phishing Project\phishtank - november 2017\content\e53\help-service-customer.com.kasaconceito.com.br\2017-11-26 10-04-00,1,0.0,1.0,2,0.5,0.5,0.0,0.0,0,0,0,0.0,0,phish,phish
www.bruceelliottfashions.com,2017-11-20 05-45-33,C:\Phishing Project\phishtank - november 2017\content\282\www.bruceelliottfashions.com\2017-11-20 05-45-33,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0,1,0,0.0,0,phish,phish
ec2-52-53-227-141.us-west-1.compute.amazonaws.com,2017-11-26 05-34-00,C:\Phishing Project\phishtank - november 2017\content\da2\ec2-52-53-227-141.us-west-1.compute.amazonaws.com\2017-11-26 05-34-00,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
fpg11245888.at.ua,2017-09-20 02-59-03,C:\Phishing Project\phishtank - september 2017\content\1de\fpg11245888.at.ua\2017-09-20 02-59-03,1,1.0,1.0,1,0.0,0.0,0.0,181.0,426,0,1,1.0,1,phish,phish
www.prenatalcare.mx,2017-11-17 06-45-01,C:\Phishing Project\phishtank - november 2017\content\4f2\www.prenatalcare.mx\2017-11-17 06-45-01,1,1.0,0.0,2,0.0,0.0,0.0,0.0,0,0,0,0.0,0,phish,phish
